t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1556558300,124,1.000000,0.017160,0.000000,0.129866,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.380977,0.505930,0.273569,0.117838,calls/second,milliseconds
1556558303,126,1.000000,0.016199,0.000000,0.126238,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.383588,0.505930,0.273569,0.117838,calls/second,milliseconds
1556558306,128,1.000000,0.015315,0.000000,0.122801,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.386151,0.561424,0.288882,0.123833,calls/second,milliseconds
1556558309,130,1.000000,0.014488,0.000000,0.119490,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.388664,0.561424,0.288882,0.123833,calls/second,milliseconds
1556558312,134,1.000000,0.038011,0.000000,0.191224,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.397065,0.580500,0.297330,0.127579,calls/second,milliseconds
1556558315,136,1.000000,0.036068,0.000000,0.186459,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.399439,0.598050,0.305638,0.131305,calls/second,milliseconds
1556558318,138,1.000000,0.034263,0.000000,0.181904,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.401772,0.598050,0.305638,0.131305,calls/second,milliseconds
1556558321,141,1.000000,0.031768,0.000000,0.175381,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406950,0.614197,0.313809,0.135009,calls/second,milliseconds
1556558324,142,1.000000,0.030970,0.000000,0.173236,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406322,0.614197,0.313809,0.135009,calls/second,milliseconds
1556558327,143,1.000000,0.030188,0.000000,0.171105,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.405702,0.597071,0.315234,0.136477,calls/second,milliseconds
1556558330,144,1.000000,0.029412,0.000000,0.168958,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.405089,0.581314,0.316635,0.137937,calls/second,milliseconds
1556558333,146,1.000000,0.027910,0.000000,0.164715,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.407279,0.581314,0.316635,0.137937,calls/second,milliseconds
1556558336,147,1.000000,0.027174,0.000000,0.162589,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406660,0.566817,0.318013,0.139389,calls/second,milliseconds
1556558339,148,1.000000,0.026454,0.000000,0.160482,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406058,0.566817,0.318013,0.139389,calls/second,milliseconds
1556558342,150,1.000000,0.025056,0.000000,0.156294,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.408188,0.569470,0.322674,0.141941,calls/second,milliseconds
1556558345,151,1.000000,0.024377,0.000000,0.154216,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.407579,0.555920,0.323952,0.143371,calls/second,milliseconds
1556558348,152,1.000000,0.023715,0.000000,0.152158,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406970,0.555920,0.323952,0.143371,calls/second,milliseconds
1556558351,153,1.000000,0.023059,0.000000,0.150092,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.406400,0.543453,0.325209,0.144793,calls/second,milliseconds
1556558354,155,1.000000,0.021799,0.000000,0.146028,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.408458,0.543453,0.325209,0.144793,calls/second,milliseconds
1556558357,156,1.000000,0.021185,0.000000,0.144000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.407868,0.531983,0.326445,0.146206,calls/second,milliseconds
1556558360,157,1.000000,0.020587,0.000000,0.141996,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.407272,0.521431,0.327661,0.147612,calls/second,milliseconds
1556558363,159,1.000000,0.019430,0.000000,0.138031,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409285,0.521431,0.327661,0.147612,calls/second,milliseconds
1556558366,160,1.000000,0.018872,0.000000,0.136072,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408695,0.511722,0.328856,0.149011,calls/second,milliseconds
1556558369,161,1.000000,0.018329,0.000000,0.134138,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408128,0.511722,0.328856,0.149011,calls/second,milliseconds
1556558372,162,1.000000,0.017793,0.000000,0.132200,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.407573,0.502789,0.330032,0.150401,calls/second,milliseconds
1556558375,164,1.000000,0.016769,0.000000,0.128403,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409509,0.494570,0.331189,0.151784,calls/second,milliseconds
1556558378,165,1.000000,0.016271,0.000000,0.126516,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408935,0.494570,0.331189,0.151784,calls/second,milliseconds
1556558381,166,1.000000,0.015788,0.000000,0.124656,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408390,0.503000,0.335632,0.154267,calls/second,milliseconds
1556558384,168,1.000000,0.014859,0.000000,0.120988,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.410278,0.503000,0.335632,0.154267,calls/second,milliseconds
1556558387,169,1.000000,0.014412,0.000000,0.119182,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409717,0.494765,0.336696,0.155629,calls/second,milliseconds
1556558390,170,1.000000,0.013979,0.000000,0.117402,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409169,0.487188,0.337742,0.156983,calls/second,milliseconds
1556558393,171,1.000000,0.013553,0.000000,0.115624,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408626,0.487188,0.337742,0.156983,calls/second,milliseconds
1556558396,173,1.000000,0.012740,0.000000,0.112150,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.410462,0.480216,0.338771,0.158329,calls/second,milliseconds
1556558399,174,1.000000,0.012347,0.000000,0.110428,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409909,0.480216,0.338771,0.158329,calls/second,milliseconds
1556558402,175,1.000000,0.011966,0.000000,0.108735,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409374,0.473803,0.339783,0.159668,calls/second,milliseconds
1556558405,177,1.000000,0.011237,0.000000,0.105405,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.411167,0.467902,0.340778,0.160999,calls/second,milliseconds
1556558408,178,1.000000,0.010887,0.000000,0.103770,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.410628,0.467902,0.340778,0.160999,calls/second,milliseconds
1556558411,179,1.000000,0.010548,0.000000,0.102162,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.410102,0.462473,0.341757,0.162323,calls/second,milliseconds
